"RunDate","ObjectType","ObjectId","Name","DisplayName","ParentId","ParentName","Priority","Mode","Enabled","Workload","Locations","AppliesToCopilot","LabelIds","LabelNames","RetentionAction","RetentionDuration","RetentionType","IsRecordLabel","SensitiveInformationTypes","BlockAccess","BlockAccessScope","NotifyUser","AllowOverride","RequireJustification","GenerateIncidentReport","IsDefaultLabel","EncryptionEnabled","Comment","WhenCreatedUtc","WhenChangedUtc"
"2026-09-01","AutoLabelingPolicy","511475fa-af57-a5f6-4d4d-edfa103e2257","Auto-label SSNs","","","","0","Enable","True","","SharePoint;OneDrive","","9886dcbf-aabd-d9c4-265f-ef3ab241a870","Confidential","","","","","","","","","","","","","","Sample auto-labeling policy Auto-label SSNs.","2025-09-01T00:00:00Z","2026-07-01T00:00:00Z"
"2026-09-01","AutoLabelingPolicy","fa82c078-876d-a8bd-67ef-f6f9873079e1","Auto-label credit cards","","","","0","Enable","True","","SharePoint;OneDrive","","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","Restricted","","","","","","","","","","","","","","Sample auto-labeling policy Auto-label credit cards.","2025-09-01T00:00:00Z","2026-07-01T00:00:00Z"
"2026-09-01","DlpPolicy","0014e327-80ff-0596-952f-70299af5e6cf","Global DLP","","","","0","Enable","True","","Exchange;SharePoint;OneDrive;Teams","False","","","","","","","","","","","","","","","","Sample DLP policy Global DLP.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpPolicy","1ee5d91f-61e7-fca6-d658-30a25e2db656","Endpoint DLP","","","","0","Enable","True","","Exchange;SharePoint;OneDrive;Teams","False","","","","","","","","","","","","","","","","Sample DLP policy Endpoint DLP.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpPolicy","0abbe980-f1e9-fe93-e9cd-53dcd96c58f2","Copilot data protection","","","","0","Enable","True","","Exchange;SharePoint;OneDrive;Teams","True","","","","","","","","","","","","","","","","Sample DLP policy Copilot data protection.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpPolicy","189fed24-28ac-c608-3c17-2aa64ff3a767","Teams DLP","","","","0","Enable","True","","Exchange;SharePoint;OneDrive;Teams","False","","","","","","","","","","","","","","","","Sample DLP policy Teams DLP.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpRule","b1a91a78-dc39-2ee6-46e7-35190dc92369","Block credit card numbers","","0014e327-80ff-0596-952f-70299af5e6cf","Global DLP","0","","True","","","","","","","","","","Credit Card Number","True","All","LastModifier","True_With_Justification","True","SiteAdmin","","","Sample DLP rule Block credit card numbers.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpRule","707d3e00-9d8e-57a9-e1f5-ced1c7ecaef6","Notify on SSN","","0014e327-80ff-0596-952f-70299af5e6cf","Global DLP","0","","True","","","","","","","","","","U.S. Social Security Number (SSN)","True","All","LastModifier","True_With_Justification","True","SiteAdmin","","","Sample DLP rule Notify on SSN.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpRule","bf64eb26-a7c2-48b8-0770-d2c5f3efb872","Block removable media copy","","1ee5d91f-61e7-fca6-d658-30a25e2db656","Endpoint DLP","0","","True","","","","","","","","","","Credit Card Number","True","All","LastModifier","True_With_Justification","True","SiteAdmin","","","Sample DLP rule Block removable media copy.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpRule","11a5c0f4-3676-dbd9-7152-cf430e146759","Block Copilot on Restricted label","","0abbe980-f1e9-fe93-e9cd-53dcd96c58f2","Copilot data protection","0","","True","","","","","","","","","","","True","All","LastModifier","True_With_Justification","True","SiteAdmin","","","Sample DLP rule Block Copilot on Restricted label.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpRule","21f23e39-6465-59a7-8534-691dcae364f2","Notify on SSN in chat","","189fed24-28ac-c608-3c17-2aa64ff3a767","Teams DLP","0","","True","","","","","","","","","","U.S. Social Security Number (SSN)","True","All","LastModifier","True_With_Justification","True","SiteAdmin","","","Sample DLP rule Notify on SSN in chat.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","DlpRule","06dd5b3c-9c46-ef80-1289-4e70d7753af3","Block passport numbers","","0014e327-80ff-0596-952f-70299af5e6cf","Global DLP","0","","True","","","","","","","","","","U.S. / U.K. Passport Number","True","All","LastModifier","True_With_Justification","True","SiteAdmin","","","Sample DLP rule Block passport numbers.","2025-10-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","RetentionPolicy","57477bc9-bfa6-3e35-e661-65e872178c7f","7 year financial retention","","","","","Enable","True","Exchange;SharePoint;OneDrive","All","","","","","","","","","","","","","","","","","Sample retention policy 7 year financial retention.","2025-11-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","RetentionPolicy","5563b7e0-87b4-72a2-b86b-e968b9fc1d1c","Litigation hold - Legal","","","","","Enable","True","Exchange;SharePoint;OneDrive","All","","","","","","","","","","","","","","","","","Sample retention policy Litigation hold - Legal.","2025-11-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","RetentionLabel","58d88221-74f1-d5d8-cd11-6c639fba4ab3","7 Year Retention","7 Year Retention","","","0","","","","","","","","Retain","2555","ModifiedDate","False","","","","","","","","","","Sample retention label 7 Year Retention.","2025-11-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","RetentionLabel","174b6c47-1bae-a9ec-e8c7-d9e3eefdf192","Permanent Record","Permanent Record","","","0","","","","","","","","Retain","-1","CreationDate","True","","","","","","","","","","Sample retention label Permanent Record.","2025-11-01T00:00:00Z","2026-08-01T00:00:00Z"
"2026-09-01","RetentionLabel","e9d3807e-4a0c-f396-e70b-bdbef29247ef","Delete after 90 days","Delete after 90 days","","","0","","","","","","","","Delete","90","CreationDate","False","","","","","","","","","","Sample retention label Delete after 90 days.","2025-11-01T00:00:00Z","2026-08-01T00:00:00Z"
